"aphiaID";"kingdom";"phylum";"class";"order";"family";"genus"
125803;"Animalia";"Chordata";"Teleostei";"Lophiiformes";"Melanocetidae";"Melanocetus"
126854;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Echeneidae";"Remorina"
274683;"Animalia";"Chordata";"Teleostei";"Perciformes";"Scorpaenidae";"Pontinus"
125579;"Animalia";"Chordata";"Teleostei";"Pleuronectiformes";"Pleuronectidae";NA
127184;"Animalia";"Chordata";"Teleostei";"Salmoniformes";"Salmonidae";"Oncorhynchus"
1042829;"Animalia";"Chordata";"Teleostei";"Mugiliformes";"Mugilidae";"Chelon"
126423;"Animalia";"Chordata";"Teleostei";"Clupeiformes";"Dorosomatidae";"Sardinella"
296394;"Animalia";"Chordata";"Teleostei";"Cichliformes";"Cichlidae";"Coptodon"
280725;"Animalia";"Chordata";"Teleostei";"Clupeiformes";"Dorosomatidae";"Ethmalosa"
159279;"Animalia";"Chordata";"Teleostei";"Beloniformes";"Hemiramphidae";"Hemiramphus"
307126;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Monacanthidae";"Stephanolepis"
158935;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Tetraodontidae";"Sphoeroides"
127050;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Sparidae";"Diplodus"
126227;"Animalia";"Chordata";"Teleostei";"Syngnathiformes";"Syngnathidae";"Syngnathus"
273566;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Symphodus"
126976;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Moronidae";"Dicentrarchus"
126892;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Gobiidae";"Gobius"
273647;"Animalia";"Chordata";"Teleostei";"Mugiliformes";"Mugilidae";"Mugil"
127055;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Sparidae";"Lithognathus"
126011;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Haemulidae";"Pomadasys"
127010;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Sciaenidae";"Sciaena"
151523;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Sparidae";"Sparus"
126947;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Haemulidae";"Pomadasys"
126374;"Animalia";"Chordata";"Teleostei";"Batrachoidiformes";"Batrachoididae";"Halobatrachus"
1525989;"Animalia";"Chordata";"Teleostei";"Siluriformes";"Ariidae";"Carlarius"
127025;"Animalia";"Chordata";"Teleostei";"Scombriformes";"Scombridae";"Scomberomorus"
159483;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Carangidae";"Chloroscombrus"
269781;"Animalia";"Chordata";"Teleostei";"Blenniiformes";"Labrisomidae";"Malacoctenus"
1020768;"Animalia";"Chordata";"Teleostei";"Siluriformes";"Ariidae";"Carlarius"
127052;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Sparidae";"Diplodus"
126236;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Monacanthidae";"Stephanolepis"
1044127;"Animalia";"Chordata";"Teleostei";"Mugiliformes";"Mugilidae";"Chelon"
127006;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Rachycentridae";"Rachycentron"
1042863;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Dasyatidae";"Hypanus"
277898;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Drepaneidae";"Drepane"
127387;"Animalia";"Chordata";"Teleostei";"Syngnathiformes";"Syngnathidae";"Syngnathus"
127062;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Sparidae";"Pagrus"
127053;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Sparidae";"Diplodus"
293732;"Animalia";"Chordata";"Teleostei";"Cichliformes";"Cichlidae";"Sarotherodon"
126375;"Animalia";"Chordata";"Teleostei";"Beloniformes";"Belonidae";"Belone"
127032;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Epinephelus"
159298;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Scaridae";"Nicholsina"
154803;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Tetraodontidae";"Tetraodon"
883341;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Mycteroperca"
151482;"Animalia";"Chordata";"Teleostei";"Scombriformes";"Pomatomidae";"Pomatomus"
126112;"Animalia";"Chordata";"Teleostei";"Pleuronectiformes";"Cynoglossidae";"Cynoglossus"
126893;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Gobiidae";"Gobius"
105757;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Myliobatidae";"Myliobatis"
212237;"Animalia";"Chordata";"Teleostei";"Syngnathiformes";"Syngnathidae";"Hippocampus"
127059;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Sparidae";"Pagellus"
159747;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Gobiidae";"Ctenogobius"
1042873;"Animalia";"Chordata";"Teleostei";"Mugiliformes";"Mugilidae";"Neochelon"
125721;"Animalia";"Chordata";"Teleostei";"Clupeiformes";"Dorosomatidae";"Sardinella"
274226;"Animalia";"Chordata";"Teleostei";"Pleuronectiformes";"Cynoglossidae";"Cynoglossus"
276824;"Animalia";"Chordata";"Teleostei";"Pleuronectiformes";"Psettodidae";"Psettodes"
1016062;"Animalia";"Chordata";"Elasmobranchii";"Rhinopristiformes";"Glaucostegidae";"Glaucostegus"
105856;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Gymnuridae";"Gymnura"
1042831;"Animalia";"Chordata";"Teleostei";"Mugiliformes";"Mugilidae";"Chelon"
126069;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Mycteroperca"
151383;"Animalia";"Chordata";"Teleostei";"Cichliformes";"Cichlidae";NA
127393;"Animalia";"Chordata";"Teleostei";"Syngnathiformes";"Syngnathidae";"Syngnathus"
163250;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Hemiaulales";"Hemiaulaceae";"Hemiaulus"
205027;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Drepaneidae";"Drepane"
443;"Animalia";"Mollusca";"Gastropoda";"Trochida";"Trochidae";NA
126052;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Sciaenidae";"Argyrosomus"
826639;"Animalia";"Chordata";"Elasmobranchii";"Torpediniformes";"Torpedinidae";"Torpedo"
212250;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Dasyatidae";"Dasyatis"
235955;"Chromista";"Haptophyta";"Coccolithophyceae";"Isochrysidales";"Noelaerhabdaceae";"Gephyrocapsa"
218430;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Carangidae";"Megalaspis"
126982;"Animalia";"Chordata";"Teleostei";"Mugiliformes";"Mugilidae";"Mugil"
141906;"Animalia";"Mollusca";"Bivalvia";"Venerida";"Veneridae";"Callista"
159333;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Sciaenidae";"Pogonias"
378492;"Animalia";"Mollusca";"Bivalvia";"Myida";"Corbulidae";"Varicorbula"
117379;"Animalia";"Cnidaria";"Hydrozoa";"Leptothecata";"Campanulariidae";"Laomedea"
273510;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Haemulidae";"Pomadasys"
127041;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Serranus"
160585;"Chromista";"Ochrophyta";"Raphidophyceae";"Chattonellales";"Chattonellaceae";"Heterosigma"
126224;"Animalia";"Chordata";"Teleostei";"Syngnathiformes";"Syngnathidae";"Hippocampus"
354162;"Animalia";"Arthropoda";"Copepoda";"Calanoida";"Paracalanidae";"Paracalanus"
279546;"Animalia";"Chordata";"Teleostei";"Mugiliformes";"Mugilidae";"Aldrichetta"
105802;"Animalia";"Chordata";"Elasmobranchii";"Carcharhiniformes";"Carcharhinidae";"Rhizoprionodon"
126064;"Animalia";"Chordata";"Teleostei";"Scombriformes";"Scombridae";"Scomberomorus"
117364;"Animalia";"Cnidaria";"Hydrozoa";"Leptothecata";"Campanulariidae";"Campanularia"
172;"Animalia";"Mollusca";"Gastropoda";"Aplysiida";"Aplysiidae";NA
106272;"Animalia";"Arthropoda";"Branchiopoda";"Ctenopoda";"Sididae";"Penilia"
246590;"Chromista";"Ochrophyta";"Raphidophyceae";"Chattonellales";"Chattonellaceae";"Chattonella"
148903;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Thalassiosirales";NA;NA
148917;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Coscinodiscales";"Coscinodiscaceae";"Coscinodiscus"
1055234;"Animalia";"Mollusca";"Gastropoda";"Cephalaspidea";"Aglajidae";"Camachoaglaja"
233780;"Chromista";"Ochrophyta";"Raphidophyceae";"Chattonellales";"Chattonellaceae";"Chattonella"
1021112;"Animalia";"Chordata";"Teleostei";"Cichliformes";"Cichlidae";"Coptodon"
131002;"Animalia";"Annelida";"Polychaeta";"Sabellida";"Serpulidae";"Hydroides"
104880;"Animalia";"Arthropoda";"Copepoda";"Calanoida";"Temoridae";"Temora"
140076;"Animalia";"Mollusca";"Gastropoda";"Cephalaspidea";"Haminoeidae";"Haminoea"
127066;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Sparidae";"Spondyliosoma"
130460;"Animalia";"Annelida";"Polychaeta";"Eunicida";"Onuphidae";"Diopatra"
117372;"Animalia";"Cnidaria";"Hydrozoa";"Leptothecata";"Campanulariidae";"Clytia"
451644;"Protozoa";"Amoebozoa";"Discosea";"Dactylopodida";NA;NA
370512;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Bacillariales";"Bacillariaceae";"Pseudo-nitzschia"
116162;"Animalia";"Arthropoda";"Copepoda";"Harpacticoida";"Tachidiidae";"Euterpina"
107114;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Sicyoniidae";"Sicyonia"
130417;"Animalia";"Annelida";"Polychaeta";"Phyllodocida";"Nereididae";"Platynereis"
120570;"Protozoa";"Amoebozoa";"Discosea";"Dactylopodida";"Vexilliferidae";"Vexillifera"
149123;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Chaetocerotanae incertae sedis";"Chaetocerotaceae";"Chaetoceros"
148912;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Thalassiosirales";"Thalassiosiraceae";"Thalassiosira"
104501;"Animalia";"Arthropoda";"Copepoda";"Calanoida";"Centropagidae";"Isias"
117283;"Animalia";"Cnidaria";"Hydrozoa";"Leptothecata";"Aglaopheniidae";"Aglaophenia"
375916;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Thalassiosirales";"Skeletonemaceae";"Skeletonema"
117674;"Animalia";"Cnidaria";"Hydrozoa";"Leptothecata";"Kirchenpaueriidae";"Kirchenpaueria"
159278;"Animalia";"Chordata";"Teleostei";"Beloniformes";"Hemiramphidae";"Hemiramphus"
577742;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Thalassiosirales";"Thalassiosiraceae";"Thalassiosira"
225814;"Animalia";"Arthropoda";"Malacostraca";"Amphipoda";"Corophiidae";"Monocorophium"
139054;"Animalia";"Mollusca";"Gastropoda";"Caenogastropoda incertae sedis";"Cerithiidae";"Bittium"
122423;"Animalia";"Nemertea";"Hoplonemertea";"Monostilifera";"Oerstediidae";"Oerstedia"
141815;"Animalia";"Mollusca";"Gastropoda";"Trochida";"Trochidae";"Jujubinus"
421137;"Animalia";"Arthropoda";"Thecostraca";"Balanomorpha";"Balanidae";"Amphibalanus"
1732709;"Plantae";"Rhodophyta";"Florideophyceae";"Ceramiales";"Callithamniaceae";"Spyridia"
146862;"Animalia";"Mollusca";"Gastropoda";"Nudibranchia";"Facelinidae";"Cratena"
163084;"Animalia";"Porifera";"Demospongiae";"Axinellida";NA;NA
107519;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Hippolytidae";"Latreutes"
156586;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Naviculales";"Pleurosigmataceae";"Pleurosigma"
369670;"Plantae";"Rhodophyta";"Florideophyceae";"Ceramiales";"Ceramiaceae";"Gayliella"
233761;"Chromista";"Ochrophyta";"Raphidophyceae";"Chattonellales";"Vacuolariaceae";"Fibrocapsa"
122307;"Animalia";"Nemertea";"Palaeonemertea";NA;NA;NA
1326015;"Animalia";"Mollusca";"Bivalvia";"Galeommatida";NA;NA
164868;"Animalia";"Porifera";"Demospongiae";"Dendroceratida";"Darwinellidae";"Chelonaplysilla"
172180;"Chromista";"Oomycota";"Peronosporea";"Pythiales";"Pythiaceae";"Pythium"
157373;"Animalia";"Porifera";"Demospongiae";"Poecilosclerida";"Microcionidae";"Clathria"
130861;"Animalia";"Annelida";"Polychaeta";NA;"Sabellariidae";"Lygdamis"
127413;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Tetraodontidae";"Ephippion"
107413;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Panopeidae";"Panopeus"
158026;"Animalia";"Arthropoda";"Malacostraca";"Amphipoda";"Ampithoidae";"Ampithoe"
126313;"Animalia";"Chordata";"Teleostei";"Anguilliformes";"Ophichthidae";"Dalophis"
126806;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Carangidae";"Caranx"
117544;"Animalia";"Cnidaria";"Hydrozoa";"Anthoathecata";"Eudendriidae";"Eudendrium"
125277;"Animalia";"Cnidaria";"Octocorallia";"Malacalcyonacea";"Plexauridae";NA
840029;"Chromista";"Myzozoa";"Dinophyceae";"Suessiales";"Suessiaceae";"Biecheleria"
317356;"Animalia";"Chordata";"Teleostei";"Cichliformes";"Cichlidae";"Coptodon"
126023;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Symphodus"
367332;"Animalia";"Chordata";"Teleostei";"Syngnathiformes";"Syngnathidae";"Syngnathus"
125464;"Animalia";"Chordata";"Teleostei";"Clupeiformes";"Clupeidae";NA
126070;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Serranus"
105710;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Myliobatidae";NA
10318;"Animalia";"Chordata";"Teleostei";"Atheriniformes";NA;NA
126029;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Moronidae";"Dicentrarchus"
125988;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Gobiidae";"Gobius"
10210;"Animalia";"Chordata";"Elasmobranchii";"Carcharhiniformes";NA;NA
149271;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Coscinodiscales";"Coscinodiscaceae";"Coscinodiscus"
156632;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Coscinodiscales";"Coscinodiscaceae";"Coscinodiscus"
178644;"Animalia";"Echinodermata";"Asteroidea";"Paxillosida";"Astropectinidae";"Astropecten"
270804;"Animalia";"Chordata";"Teleostei";"Cichliformes";"Cichlidae";"Sarotherodon"
158713;"Animalia";"Chordata";"Teleostei";"Siluriformes";"Ariidae";"Bagre"
146200;"Chromista";"Haptophyta";"Coccolithophyceae";"Isochrysidales";"Noelaerhabdaceae";NA
126148;"Animalia";"Chordata";"Teleostei";"Perciformes";"Cottidae";"Cottus"
126080;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Sparidae";"Pagrus"
157873;"Animalia";"Chordata";"Teleostei";"Elopiformes";"Elopidae";"Elops"
366994;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Aeglidae";"Aegla"
989467;"Animalia";"Arthropoda";"Hexapoda";"Orthoptera";"Rhaphidophoridae";NA
117277;"Animalia";"Cnidaria";"Hydrozoa";"Leptothecata";"Aglaopheniidae";"Aglaophenia"
126439;"Animalia";"Chordata";"Teleostei";"Gadiformes";"Gadidae";"Micromesistius"
1489370;"Animalia";"Arthropoda";"Hexapoda";"Odonata";"Lestidae";"Lestes"
598658;"Animalia";"Annelida";"Polychaeta";"Terebellida";"Flabelligeridae";"Treadwellius"
1491135;"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Sarcophagidae";"Sarcophaga"
1034726;"Animalia";"Chordata";"Aves";"Piciformes";"Megalaimidae";"Megalaima"
215501;"Animalia";"Mollusca";"Gastropoda";"Neogastropoda";"Conidae";"Conus"
1009031;"Animalia";"Chordata";"Teleostei";"Cypriniformes";"Paedocyprididae";"Paedocypris"
580286;"Animalia";"Mollusca";"Gastropoda";NA;"Ringiculidae";"Ringiculopsis"
422560;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Moronidae";"Morone"
159451;"Animalia";"Chordata";"Teleostei";"Syngnathiformes";"Syngnathidae";"Syngnathus"
125612;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Tetraodontidae";NA
1517532;"Animalia";"Chordata";"Teleostei";"Carangiformes";NA;NA
989373;"Animalia";"Arthropoda";"Hexapoda";"Blattodea";"Ectobiidae";NA
117491;"Animalia";"Cnidaria";"Hydrozoa";"Anthoathecata";"Corynidae";"Sarsia"
126975;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Moronidae";"Dicentrarchus"
269951;"Animalia";"Chordata";"Teleostei";"Centrarchiformes";"Percichthyidae";"Nannoperca"
1489428;"Animalia";"Arthropoda";"Hexapoda";"Coleoptera";"Buprestidae";"Chrysobothris"
150737;"Animalia";"Arthropoda";"Hexapoda";"Coleoptera";"Apionidae";NA
105832;"Animalia";"Chordata";"Elasmobranchii";"Hexanchiformes";"Hexanchidae";"Heptranchias"
404080;"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";NA
1014893;"Animalia";"Chordata";"Teleostei";"Cypriniformes";"Cyprinidae";"Pseudorasbora"
154157;"Animalia";"Chordata";"Teleostei";"Siluriformes";NA;NA
127015;"Animalia";"Chordata";"Teleostei";"Scombriformes";"Scombridae";"Auxis"
1039840;"Animalia";"Mollusca";"Gastropoda";"Trochida";"Trochidae";"Steromphala"
151956;"Animalia";"Chordata";"Teleostei";"Characiformes";NA;NA
217458;"Animalia";"Chordata";"Teleostei";"Anguilliformes";"Anguillidae";"Anguilla"
1493649;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Dasyatidae";"Hypanus"
1469811;"Chromista";"Oomycota";"Peronosporea";"Pythiales";"Pythiaceae";"Globisporangium"
125999;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Gobiidae";"Pomatoschistus"
159440;"Animalia";"Chordata";"Teleostei";"Syngnathiformes";"Fistulariidae";"Fistularia"
125659;"Animalia";"Chordata";"Teleostei";"Atheriniformes";"Atherinidae";"Atherina"
127043;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Serranus"
127159;"Animalia";"Chordata";"Teleostei";"Pleuronectiformes";"Soleidae";"Solea"
127039;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Mycteroperca"
272028;"Animalia";"Chordata";"Teleostei";"Atheriniformes";"Atherinidae";"Atherina"
105712;"Animalia";"Chordata";"Elasmobranchii";"Rhinopristiformes";"Rhinobatidae";NA
158641;"Animalia";"Chordata";"Teleostei";"Anguilliformes";"Ophichthidae";"Myrophis"
304989;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Serranus"
127160;"Animalia";"Chordata";"Teleostei";"Pleuronectiformes";"Soleidae";"Solea"
148942;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Thalassiosirales";"Thalassiosiraceae";"Thalassiosira"
272027;"Animalia";"Chordata";"Teleostei";"Atheriniformes";"Atherinidae";"Atherina"
252289;"Animalia";"Chordata";"Ascidiacea";"Stolidobranchia";"Styelidae";"Botrylloides"
140831;"Animalia";"Mollusca";"Gastropoda";"Nudibranchia";"Polyceridae";"Polycera"
105754;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Gymnuridae";"Gymnura"
489077;"Animalia";"Mollusca";"Bivalvia";"Ostreida";"Ostreidae";"Ostrea"
151628;"Animalia";"Mollusca";"Gastropoda";"Littorinimorpha";"Hydrobiidae";"Peringia"
871951;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Myliobatidae";"Aetomylaeus"
246184;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Penaeidae";"Penaeus"
159408;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Microdesmidae";"Microdesmus"
127036;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Epinephelus"
127054;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Sparidae";"Diplodus"
105852;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Dasyatidae";"Dasyatis"
149181;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Naviculales";"Pleurosigmataceae";"Pleurosigma"
125587;"Animalia";"Chordata";"Teleostei";"Salmoniformes";"Salmonidae";NA
282320;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Gobiidae";"Porogobius"
465358;"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Chroicocephalus"
159601;"Animalia";"Chordata";"Teleostei";"Blenniiformes";"Blenniidae";"Hypleurochilus"
209215;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Gobiidae";"Bathygobius"
104264;"Animalia";"Arthropoda";"Copepoda";"Calanoida";"Acartiidae";"Paracartia"
145630;"Plantae";"Rhodophyta";"Florideophyceae";"Gigartinales";"Cystocloniaceae";"Hypnea"
130075;"Animalia";"Annelida";"Polychaeta";"Eunicida";"Eunicidae";"Marphysa"
277623;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Gobiidae";"Bathygobius"
106937;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Panopeidae";"Panopeus"
272030;"Animalia";"Chordata";"Teleostei";"Atheriniformes";"Atherinidae";"Atherina"
241106;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Portunidae";"Callinectes"
141433;"Animalia";"Mollusca";"Bivalvia";"Cardiida";"Semelidae";"Abra"
246150;"Animalia";"Mollusca";"Bivalvia";"Venerida";"Veneridae";"Polititapes"
1582183;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Diogenidae";"Diogenes"
131542;"Animalia";"Annelida";"Polychaeta";"Terebellida";"Terebellidae";"Terebella"
136988;"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";NA
147433;"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Calidris"
147432;"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Calidris"
159137;"Animalia";"Chordata";"Aves";"Charadriiformes";"Charadriidae";"Pluvialis"
159134;"Animalia";"Chordata";"Aves";"Charadriiformes";"Charadriidae";"Pluvialis"
845456;"Animalia";"Porifera";"Demospongiae";"Spongillida";NA;NA
109462;"Chromista";"Myzozoa";"Dinophyceae";"Dinophysales";"Dinophysaceae";"Dinophysis"
137054;"Animalia";"Chordata";"Aves";"Pelecaniformes";"Phalacrocoracidae";"Phalacrocorax"
159047;"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Calidris"
206327;"Animalia";"Chordata";"Aves";"Phoenicopteriformes";"Phoenicopteridae";"Phoenicopterus"
107513;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Hippolytidae";"Hippolyte"
129876;"Animalia";"Annelida";"Polychaeta";NA;"Capitellidae";"Capitella"
137722;"Animalia";"Mollusca";"Gastropoda";"Littorinimorpha";"Calyptraeidae";"Crepidula"
10331;"Animalia";"Chordata";"Teleostei";"Pleuronectiformes";NA;NA
203922;"Animalia";"Chordata";"Teleostei";"Pleuronectiformes";"Psettodidae";"Psettodes"
219788;"Animalia";"Chordata";"Teleostei";"Pleuronectiformes";"Psettodidae";"Psettodes"
148791;"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas"
159084;"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Calidris"
159034;"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Limosa"
110771;"Animalia";"Bryozoa";"Gymnolaemata";"Cheilostomatida";"Savignyellidae";NA
225173;"Animalia";"Mollusca";"Bivalvia";"Arcida";"Arcidae";"Senilia"
139008;"Animalia";"Mollusca";"Bivalvia";"Cardiida";"Cardiidae";"Parvicardium"
148905;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Thalassiosirales";"Stephanodiscaceae";"Cyclotella"
111806;"Animalia";"Entoprocta";NA;NA;"Pedicellinidae";"Pedicellina"
212668;"Animalia";"Chordata";"Aves";"Ciconiiformes";"Ardeidae";"Ardea"
149643;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Naviculales";"Naviculaceae";"Navicula"
248149;"Chromista";"Ochrophyta";"Dictyochophyceae";"Pedinellales";"Actinomonadaceae";"Pseudopedinella"
582161;"Protozoa";NA;NA;NA;NA;NA
403345;"Animalia";"Chordata";"Teleostei";"Pleuronectiformes";"Soleidae";"Dagetichthys"
149079;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Thalassiosirales";"Stephanodiscaceae";"Stephanodiscus"
10297;"Animalia";"Chordata";"Teleostei";"Clupeiformes";NA;NA
158963;"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Limosa"
117425;"Animalia";"Cnidaria";"Hydrozoa";"Anthoathecata";"Cladonematidae";"Cladonema"
140077;"Animalia";"Mollusca";"Gastropoda";"Cephalaspidea";"Haminoeidae";"Haminoea"
149322;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Lithodesmiales";"Lithodesmiaceae";"Lithodesmium"
106281;"Chromista";"Cryptophyta";"Cryptophyceae";"Pyrenomonadales";"Hemiselmidaceae";"Chroomonas"
1517524;"Animalia";"Chordata";"Teleostei";"Pleuronectiformes";"Cyclopsettidae";NA
159115;"Animalia";"Chordata";"Aves";"Ciconiiformes";"Ardeidae";"Egretta"
416678;"Animalia";"Chordata";"Aves";"Ciconiiformes";"Threskiornithidae";"Platalea"
159481;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Carangidae";"Chloroscombrus"
117515;"Animalia";"Cnidaria";"Hydrozoa";"Leptothecata";"Eirenidae";"Eutima"
158544;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Rhinopteridae";"Rhinoptera"
126421;"Animalia";"Chordata";"Teleostei";"Clupeiformes";"Alosidae";"Sardina"
110152;"Chromista";"Myzozoa";"Dinophyceae";"Peridiniales";"Heterocapsaceae";"Heterocapsa"
536611;"Animalia";"Porifera";"Demospongiae";"Scopalinida";"Scopalinidae";"Scopalina"
370654;"Animalia";"Annelida";"Clitellata";"Rhynchobdellida";"Ozobranchidae";"Ozobranchus"
145097;"Plantae";"Rhodophyta";"Florideophyceae";"Corallinales";"Lithophyllaceae";"Amphiroa"
345497;"Plantae";"Chlorophyta";"Mamiellophyceae";"Mamiellales";"Bathycoccaceae";"Ostreococcus"
273274;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Carangidae";"Caranx"
105855;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Dasyatidae";"Taeniura"
292504;"Animalia";"Cnidaria";"Scyphozoa";"Semaeostomeae";"Pelagiidae";"Chrysaora"
144387;"Plantae";"Rhodophyta";"Florideophyceae";"Acrochaetiales";"Acrochaetiaceae";"Acrochaetium"
269193;"Animalia";"Chordata";"Teleostei";"Siluriformes";"Ariidae";"Genidens"
437380;"Animalia";"Mollusca";"Gastropoda";"Littorinimorpha";"Littorinidae";"Echinolittorina"
282296;"Animalia";"Chordata";"Teleostei";"Siluriformes";"Ariidae";"Plicofollis"
158670;"Animalia";"Chordata";"Teleostei";"Clupeiformes";"Alosidae";"Alosa"
